isv	pos	synonyms
neobjetny		bezměrny
neobrazovany		neučeny
neobyčny		raziteljny
neobzrimy		bezměrny
neodgovornost		neodpovědalnost
neodgovorny		neodpovědalny
neodložny		nasučny, spěšny
neodpovědalnost		neodgovornost
neodpovědalny		neodgovorny
neodstupny		neustuplivy, neustupny
neodvratimy		neizběžny, neminujemy
neodčudžajemy		neodčudžimy
neodčudžimy		neodčudžajemy
neohotno		nerado
neologizm		novotvor
neosnovany		goloslovny
neočekyvano		iznenada, iznenadsko, naglo
neočekyvany		nagly
nepametny		davny, drěvny, pradavny, starodavny
neparny		lihy
neplodny		bezplodny, jalovy, neurodny
nepodatlivy		neustuplivy, neustupny, tvrdoglavy, uporny
nepokoj		bezpokojstvo, nespokojstvo
nepokojiti		bezpokojiti, trevožiti
nepokojiti se		bezpokojiti se, trevožiti se
nepokorny		neposlušny
nepolnomožnica		invalid, nepolnomožnik, nepolnosposobnica, nepolnosposobnik
nepolnomožnik		invalid, nepolnomožnica, nepolnosposobnica, nepolnosposobnik
nepolnomožnost		nepolnosposobnost
nepolnomožny		nepolnosposobny
nepolnosposobnica		nepolnomožnica, nepolnomožnik, nepolnosposobnik
nepolnosposobnik		invalid, nepolnomožnica, nepolnomožnik, nepolnosposobnica
nepolnosposobnost		nepolnomožnost
nepolnosposobny		nepolnomožny
nepolny		nekompletny
nepopravny		krivy, nepravilny, nepravy, nevěrny, opačny
neporedny		neredny
neporedok		nered, razstroj
neporušimost		nedotykajemost
neporušimy		nedotykajemy, nenarušimy
neposlušny		nepokorny
neposrědnje		bezposrědnje, premo
neposrědnji		bezposrědnji, bezposrědny, neposrědny, premy
neposrědny		bezposrědnji, bezposrědny, neposrědnji, premy
nepostojanny		měnlivy
neposědlivy		bezpokojny, nemirny
nepozvoljeny		nedozvoljeny, vozbranjeny
nepravdivy		ložny
nepravdopodobny		nevěrojetny
nepravilny		krivy, nepopravny, nepravy, nevěrny, opačny
nepravy		krivy, nepopravny, nepravilny, nespravědlivy, nevěrny, opačny
neprigodny		negodny
neprijatelj		vrag
neprijatnost		neprijemnost
neprijatny		nemily, neprijemny
neprijemnost		neprijatnost
neprijemny		nemily, neprijatny
neprirodny		umětny, štučny
nepristojnost		obscennost
nepristojny		obscenny
nepristupny		nedostupny
nepritomny		nesvědomy, odsutny
nepromokajemy		vodoodporny
neprosty		komplikovany, složeny
neprozračimost		neprozračnost
neprozračnost		neprozračimost
neprědvidimy		neprědvidlivy
neprědvidlivy		neprědvidimy
nerado		neohotno
nerazvity		zaostaly
nered		neporedok, razlad, razstroj
nerednost		neregularnost
neredny		neporedny, neregularny
neregularnost		nerednost
neregularny		neredny
nervozny		nemirny, nespokojny
nesamovoljny		nevoljny
nesgoda		avarija, neščestny slučaj
nesmyslny		bezsmyslny
nesměly		sramežlivy
nesnosny		netrpimy
nesoglasje		nesuglasje
nespokojny		bezpokojny, nemirny, nervozny
nespokojstvo		bezpokojstvo, nepokoj
nespravědlivy		nepravy, nečestny
nesručny		nezgrabny
nestera		plemenica
nesuglasje		nesoglasje
nesvědomy		nepritomny
netij		plemenec
netolerantnost		netrpimost
netolerantny		netrpimy
netopyr		lětajuča myš
netrpimost		netolerantnost
netrpimy		nesnosny, netolerantny
netrpělivost		netrpěnje
netrpěnje		netrpělivost
netrězvy		hmeljny, pijany, upity
neubojazno		neustrašno
neubojazny		bezstrašny, nebojazlivy, neustrašny
neudačny		bezuspěšny, neuspěšny
neumny		durny, glupy
neumolimy		nemilosrdny
neumorjeno		neustalo
neumorjenost		neustalost
neumorjeny		neustaly
neumyslno		mimovoljno
neumyslny		mimovoljny, nenaměrjeny, nenaměrny
neuměrny		nadměrny, črězměrny
neurodny		bezplodny, jalovy, neplodny
neuspěšny		bezuspěšny, neudačny
neustalo		neumorjeno
neustalost		neumorjenost
neustaly		neumorjeny
neustrašno		neubojazno
neustrašnost		nebojazlivost
neustrašny		bezstrašny, nebojazlivy, neubojazny
neustuplivost		neustupnost
neustuplivy		neodstupny, nepodatlivy, neustupny, tvrdoglavy, uporny
neustupnost		neustuplivost
neustupny		neodstupny, nepodatlivy, neustuplivy, tvrdoglavy, uporny
neutěšimy		bezutěšny
neučeny		neobrazovany
nevažny		malovažny
nevdečny		neblagodarny
nevinnost		čistota
nevinny		bezvinny, nevinovaty
nevinovaty		bezvinny, nevinny
nevojnovy		mirny, spokojny
nevolja		rabstvo
nevoljnica		rabynja
nevoljnik		rab
nevoljny		nesamovoljny
nevtralnost		oboravnost
nevtralny		oboravny
nevědomy		neizvěstny, neznajemy, neznany
nevěrje		ateizm, bezbožje, bezvěrje
nevěrnik		ateist, bezbožnik
nevěrny		krivy, nepopravny, nepravilny, nepravy, opačny
nevěrojetny		nepravdopodobny
nevěsta		mladoženka
nevěža		prostak
nezabytny		pametny
nezakonny		nelegalny
nezaležno		nezavisno, samostojno
nezaležnost		nezavisnost, samostojnost
nezaležny		nezavisny, samostojny
nezavisno		nezaležno, samostojno
nezavisnost		nezaležnost, samostojnost
nezavisny		nezaležny, samostojny
nezgrabny		nesručny
neznajemy		neizvěstny, nevědomy, neznany
neznanje		negramotnost, temnota
neznany		neizvěstny, nevědomy, neznajemy
nečestivy		bezbožny
nečestny		bezčestny, nespravědlivy
nečistota		grez
neščestje		tragedija
neščestlivy		neščestny
neščestny		neščestlivy
neščestny slučaj		nesgoda
než		neželi, čem
neželi		než, čem
niderlandsky		holandsky
niderlandy		holandija
nijedin		žaden
nikogda		nikogdy
nikogdy		nikogda
nilsky konj		hipopotam
nit		nitka
nitka		nit
nizky		podly
ničemu		zaničto
niša		alkov
niščenje		izniščenje, razrušenje, uniščenje
niščeči		niščiteljsky, niščivy
niščitelj		razrušitelj
niščiteljsky		niščeči, niščivy
niščiti		gubiti, razorjati, razrušati
niščivost		razrušnost
niščivy		niščeči, niščiteljsky
no		a, ale, pa
nogavica		nogavka
nogavice		nogavky
nogavka		nogavica
nogavky		nogavice
nomer		broj, cifra, čislo
nominativ		imeniteljnik, imeniteljny padež
nominovati		naznačati
norovisty		tvrdoglavy, uporny
nosač		nositelj, portier
nositelj		nosač
nosny		nosovy
nosovka		nosovy ubrusok
nosovy		nosny
nosovy ubrusok		nosovka
notacija		zapis
notoričny		izvěstny
noty		partitura
novembr		jedinnadsety měsec, listopad
novina		novinka, novost, novotvor, věst
novinka		novina, novost, novotvor
noviny		novosti, věsti
novogodišnja jelka		novogodišnje drěvo
novogodišnje drěvo		novogodišnja jelka
novost		novina, novinka, novotvor
novosti		noviny, věsti
novotvor		neologizm, novina, novinka, novost
nrav		harakter, navyk, obyčaj, privyčaj
nuda		dolgočasje, dosada
nuditi		dolgočasiti, dosadžati
nuditi se		dolgočasiti se, dosadžati se
nudny		dolgočasny, dosadny
nudža		běda, neobhodimost, potrěba
nuklearny		jedrny
numeričny		čislny
nužny		neobhodimy, potrěbny
nyně		dnešnje, segda, segdy, sejčas, sejčasno, tutčas, v tutom momentu
nyněšnji		dnešnji, dnešny, nastoječi, nyněšny, segdašnji, segdašny, sejčasny, tutčasny
nyněšny		dnešnji, dnešny, nastoječi, nyněšnji, segdašnji, segdašny, sejčasny, tutčasny
nyrec		nyrjatelj, pikirovnik
nyrjanje		pikirovanje, pikirovka
nyrjatelj		nyrec, pikirovnik
nyrjati		pikirovati
nyrka		ledvica
nyrkovy		ledvičny
nyrkovy kamenj		ledvičny kamenj
někogda		kogda-libo, kogda-nebud, kogdakoli, kogdy-libo, kogdy-nebud, kogdykoli, někogdy
někogdy		kogda-libo, kogda-nebud, kogdakoli, kogdy-libo, kogdy-nebud, kogdykoli, někogda
někoj		poněkoj, poněktory
několiko dnjev nazad		několiko dnjev tomu, prěd několiko dnjev
několiko dnjev tomu		několiko dnjev nazad, prěd několiko dnjev
několiko razov		několikokratno
několikokratno		několiko razov
němost		němota
němota		němost
něčemu		zaněčto
něžnost		lagodnost, laska
něžny		laskavy, čutny
o		ob
ob		o
oba		obadva, obydva
obadva		oba, obydva
obače		jednako, jednakože, jednakže, medžutym
obdarjeny		darovity
obdiv		občudovanje
obdivjati		občudovati
obdobje		doba, period
obdrti		obdrěti
obdrěti		obdrti
obdumati		obmysliti, obvažiti
obezhrabriti		odčajati, onesměliti
obezhrabrjati		odčajivati, onesměljati
obezpokojiti		zanepokojiti
obezsiliti		oslabiti
obezuměti		ošalěti
obezuměvati		šalěti
obezčestiti		osramiti
obgledati		ogledati
obgryzati		gryzati
obhod		dozor
obhodna draga		okružna draga
obhvatiti		objeti
obhvačati		obimati, obsegati
obida		krivda, uraza
obiděti		uraziti
obidžati		uražati
obilny		bujny
obimati		obhvačati
objasniti		izjasniti
objasnjati		izjasnjati
objasnjenje		izjasnjenje
objava		oglašenje
objaviti		izjaviti, izobličiti, obvěstiti, odkryti, odsloniti, oglasiti, razkryti
objaviti se		izjaviti se, javiti se, pojaviti se
objavjati		izjavjati, izobličati, obvěščati, odkryvati, odslanjati, oglašati, razkryvati
objavjati se		javjati se, pojavjati se
objedati se		obžirati se
objediniti		sjediniti, ujediniti
objedinjati		sjedinjati
objedinjenje		sjedinjenje
objedinjeno		vkupě, vměstu
objedinjeny		sjedinjeny
objehati		objezditi
objekt		prědmet
objektiv		sočevica
objesti se		obžrti se, obžrěti se
objeti		obhvatiti
objezd		izlet
objezditi		objehati
obkaljati		oblagati, obstupati, obvoditi, okružati
obkoliti		obložiti, obstupiti, obvesti, okružiti
obkrasti		ograbiti
oblagati		obkaljati, obstupati, obvoditi, okružati, pokryvati
oblast		krajina, městnost, region, strana
oblastny		regionalny
oblačati		naděvati, oblěkati, oděvati
oblačenje		oblěčenje, oděž
oblačiti		naděti, oblěkti, oděti
oblegčati		ulegšati
oblegčiti		ulegšiti
oblik		figura, forma, izgled, pozor
obličje		lice, pozor
obljubjeny		popularny
oblomiti		odlomiti
obložiti		nakryti, obkoliti, obstupiti, okružiti, pokryti
oblupiti		odšlupati
obluščiti		odšlupati
obly		krugly, okrugly
oblěkati		naděvati, oblačati, oděvati
oblěkti		oblačiti, oděti
oblěčenje		oblačenje, odědža, oděž
oblěčeny		oděty
obman		izmama, omam
obmannik		izmamitelj, izmamnik, obmanyvatelj, omamnik, zlodějatelj
obmanuti		izmamiti, omamiti, pomyliti, prěslěpiti
obmanyvatelj		izmamitelj, izmamnik, obmannik, omamnik, zlodějatelj
obmanyvati		izmamjati, mamiti
obmedžati		ograničati
obmedženje		ograničenje
obmedženy		ograničeny
obmedžiti		ograničiti
obmotati		ovinuti
obmotyvati		ovivati
obmysliti		obdumati, obvažiti, razvažiti
obmysljati		razvažati
obmysljenje		razmysljanje, razmysljenje, razvažanje
obměn		měna, razměna
obměniti		razměniti
obměnjati		měnjati, razměnjati
obnavjati		restavrovati
obnažati		goliti
obnažiti		ogoliti
obniziti		sniziti
obnižati		snižati
obniženje		sniženje, snižka
obnova		obnovjenje
obnovjenje		obnova
obobčenje		generalizacija
obogatiti		vozbogatiti
obogačati		vozbogačati
obojaky		dvojaky
obora		ograda, plot
oboravnost		nevtralnost
oboravny		nevtralny
obosobjenje		izolacija
obrana		zaščita
obranjati		braniti, zaščičati
obrat		cirkulacija, kruženje, povrat, prěvrat, revolucija
obratitelj		prěvratnik, revolucioner
obratiti		obrnuti, povrnuti, prěobratiti
obratiti se		obrnuti se
obratno		naopak, protivno, svratno
obratny		protivlegly, protivny, protivpoloženy, svratny
obraz		izobraženje, kartina, obrazok
obrazec		model, priklad, probok, vzor
obrazny		obrazovity, prěnosny
obrazok		kartina, obraz
obrazovanje		edukacija, formovanje, prosvěta
obrazovateljny		edukacijny, učebny
obrazovity		obrazny
obračati		krutiti, kružiti, povrtati, prěobračati, točiti, vrtěti
obračenje		zavračenje
obred		ceremonija, ritual
obredny		ritualny
obriti		ogoliti
obriti se		ogoliti se
obrnuti		obratiti, povrnuti
obrnuti se		obratiti se
obrub		kraj, obšitje, obšivka
obručka		svatbena obručka
obrys		skica
obryvati		odryvati
obrěmeniti		obtežiti
obrěmenjati		obtežati
obscennost		nepristojnost
obscenny		nepristojny
obsegati		obhvačati
observovati		ogledati, slěditi
obslědovanje		ogled
obslědovatelj		inspektor
obslědovati		prěgledati
obsohnuti		usohnuti
obsrědina		okolice, okolna priroda
obstajati		byti, egzistovati, istnovati, jestvovati, prěbyvati, sutstvovati
obstanavjati		zadrživati, zaustavjati
obstanavjati se		zaustavjati se
obstanoviti		zadržati, zaustaviti
obstanoviti se		zadržati se, zaustaviti se
obstupati		obkaljati, oblagati, obvoditi, okružati
obstupiti		obkoliti, obložiti, obvesti, okružiti
obsvětliti		osvětiti, osvětliti
obsvětljati		osvětljati, osvěčati
obsyhati		sohnuti, uvedati
obsějati		posějati, zasějati
obtestovati		izpytati
obtežati		obrěmenjati
obtežiti		obrěmeniti
obtirati		utirati
obtrti		obtrěti, utrti, utrěti
obtrti se		obtrěti se
obtrěti		obtrti, utrti, utrěti
obtrěti se		obtrti se
obučati		poučati
obučenje		trening
obučiti		izškoliti, poučiti
obvadnjati		navodnjati, orašati, podlivati
obvažati		razgledati, razmysljati, razsmatrjati, razvažati
obvažiti		obdumati, obmysliti, produmati, razgleděti, razmysliti, razsmotriti, razvažiti
obvesti		obkoliti, obstupiti, okružiti
obvinjati za		viniti za
obvoditi		obkaljati, oblagati, obstupati, okružati
obvodniti		navodniti, orositi
obvěstiti		objaviti, oglasiti, oznaniti
obvěščati		objavjati, oglašati, oznanjati
obydva		oba, obadva
obyvatelj		žitelj
obyvateljka		žiteljka
obyčaj		navyk, nrav, privyčaj
obyčajno		obyčno
obyčajny		obyčny, povsednji
obyčno		obyčajno
obyčny		obyčajny, povsednji
obzirati se		razgledati se
obzor		izkazanje, prěgled
občeslovjansky		vseslovjansky
občežitje		občina, spoločnost
obči		generalny, spolny, spoločny
občina		občežitje, spoločnost
občudovanje		obdiv
občudovati		obdivjati
obširny		prostranny, široky
obšitje		obrub, obšivka
obšivka		obrub, obšitje
obžegti		opaliti
obžigati		opaljati
obžirati se		objedati se
obžrti se		objesti se, obžrěti se
obžrěti se		objesti se, obžrti se
ocelj		stalj, čelik
oceljevy		stalovy, čeličny
ocěnjenje		ocěnka
ocěnka		ocěnjenje
od		iz
od nyně		od sejčas
od početka		izprva, početkovo
od sejčas		od nyně
od vrěmene do vrěmene		od časa do časa, povrěmenno, časom
od časa do časa		od vrěmene do vrěmene, povrěmenno, časom
odbirati		izbirati, odimati, zabirati
odbiti		odraziti
odbiti se		odraziti se
odbivati		odražati
odbivati se		odražati se
odblěsk		odraz
odbor		izbor
odbrati		izbrati, odjeti, zabrati
odbyti se		dogoditi se, odigrati se, slučiti se, stati se
odbyvati se		dějati se, děti se, odigryvati se, slučati se, točiti se
odběgti		odtekti
oddaliti		udaliti
oddaljati		udaljati
oddaljeny		daleky, daljnji, daljny
oddanje		povratok, vozvračenje, zavračenje
oddany		věrny
oddati		vozvratiti, vratiti, vrnuti
oddohnuti		odpočeti
oddrti		oddrěti
oddrěti		oddrti
oddyh		odpočinok
oddyhati		odpočivati
odděl		departament, děl, odred
odděliti		odščepiti
odděljati		odščepjati, razlučati
odděljenje		děl, razděl, sekcija
odděljeny		oddělny
oddělny		odděljeny
odgadati		ugadati
odgadyvati		ugadyvati
odglas		eho
odgovarjajuči		naležity, uměstny, vlastny
odgovarjati		odpisyvati, odpovědati, odradžati
odgovor		odpověd, odvět, odzyv
odgovoriti		odpisati, odpověděti, odraditi
odgovorno		odpovědalno
odgovornost		odpovědalnost
odgovorny		odpovědalny
odgryzati		odkušati
odgryzti		odkusiti
odhod		izjezd, odjezd, odpravjenje
odhoditi		odježdžati, uhoditi
odhodženje		odstupanje
odidti		ujdti
odidti od		odstupiti od
odigrati se		dogoditi se, odbyti se, slučiti se, stati se
odigryvati se		dějati se, děti se, odbyvati se, slučati se, točiti se
odimati		odbirati
odjebi se!		izmětaj se!, zabiraj se!
odjehati		ujehati
odjeti		odbrati
odjezd		izjezd, odhod, odpravjenje
odježdžati		odhoditi, uježdžati
odkazanje		abdikacija, demisija, odstupjenje
odkazati		odmetnuti, odrěkti, odvrgnuti
odkazati se		odrěkti se
odkazyvati		odklanjati, odmetati, odrěkati, odvrgati
odkladati		odračati, opozdnjati
odklanjati		odkazyvati, odkydati, odmetati, odstranjati, odvrgati
odklejati		odlěpjati
odklejati se		odlěpjati se
odklejiti		odlěpiti
odklejiti se		odlěpiti se
odkloniti		odkydnuti, odmetnuti, odvrgnuti
odklonjenje		odmetenje, odstupanje
odkogda		odkogdy
odkogdy		odkogda
odkryti		izjaviti, objaviti, odsloniti, otvoriti, razkryti
odkrytje		nahodka
odkryvanje		izjavjenje
odkryvati		izjavjati, objavjati, odslanjati, razkryvati
odkud-nebud		odkudy-libo, odkudykoli
odkudy-libo		odkud-nebud, odkudykoli
odkudykoli		odkud-nebud, odkudy-libo
odkupiti		izkupiti
odkusiti		odgryzti
odkušati		odgryzati
odkydati		odklanjati, odmetati, odstranjati, odvrgati
odkydnuti		odkloniti, odmetnuti, odstraniti, odvrgnuti
odletěti		uletěti
odlivati		liti
odličati		različati, razraznjati
odličiti		različiti, razrazniti
odličny		prvoredny
odlomiti		oblomiti
odlomok		fragment, odščepok, ulomok
odložiti		odročiti, opozdniti
odlěpiti		odklejiti
odlěpiti se		odklejiti se
odlěpjati		odklejati
odlěpjati se		odklejati se
odlětati		ulětati
odmetati		odkazyvati, odklanjati, odkydati, odvrgati
odmetenje		odklonjenje
odmetnuti		odkazati, odkloniti, odkydnuti, odstraniti, odvrgnuti
odmstiti		odplatiti
odnesti		odvesti, pohytiti
odnesti se k		tknuti se
odnositeljno		odnosno
odnositeljny zaimennik		relativny zaimennik
odnositi		odvoditi, pohyčati
odnositi se k		tykati se
odnosno		gledeči na, odnositeljno, v odnošenju k
odnošenje		stanovišče, svezok
odobriti		utvrditi
odolěti		osiliti, prěmogti, sovladnuti
odolěvati		osiljati, prěmagati, sovladyvati
odomašniti		ukrotiti
odomašnjati		krotiti
odonud		odtud
odovud		odsud
odpadky		smeti
odpadnik		odstupnik, renegat
odpady		smet, smeti
odpeti		razpeti
odpečatati		napečatati, odtisknuti
odpečatati se		odtisknuti se
odpečatok		odtisk
odpečatyvati		odtiskati, pečatati
odpečatyvati se		odtiskati se
odphati		odsunuti
odpihati		odsuvati
odpinati		razpinati
odpisati		odgovoriti, odpověděti
odpisyvati		odgovarjati, odpovědati
odplata		nagrada
odplatiti		odmstiti
odplačati		mstiti
odplesti		razplesti
odpletati		razpletati
odpluti		odplyvti
odplyvti		odpluti
odpor		odvět, protivdějstvo
odporny		imunny, izdržlivy
odpověd		odgovor, odvět, odzyv
odpovědalno		odgovorno
odpovědalnost		odgovornost
odpovědalny		odgovorny
odpovědati		odgovarjati, odpisyvati
odpovědnik		ekvivalent
odpověděti		odgovoriti, odpisati
odpočeti		oddohnuti
odpočinok		oddyh
odpočivati		oddyhati
odprava		izsylanje, razsylka
odpraviti		izpolniti, izslati, odslati, poslati, prislati
odpravjati		izsylati, odsylati, posylati, prisylati, provodžati
odpravjenje		izjezd, odhod, odjezd
odprašati se		izvinjati se
odprositi se		izviniti se
odprti se		odprěti se
odprěti se		odprti se
odpuditi		izpuditi
odpustiti		izviniti, prostiti, pustiti
odpuščati		izvinjati, praščati, proščati, puščati
odraditi		odgovoriti
odradžati		odgovarjati
odraz		odblěsk
odraziti		odbiti
odraziti se		odbiti se
odrazlika		kontrast
